Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2009,Female,-,-,-,32.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2010,Female,-,-,-,29.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2001,Female,-,-,-,27.2,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Geographical coverage: Main cities or metropolitan areas
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2004,Female,-,-,-,27.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2006,Female,-,-,-,27.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2011,Female,-,-,-,28,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Break in series: Methodology revised
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2002,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Geographical coverage: Main cities or metropolitan areas
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2012,Female,-,-,-,30.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2013,Female,-,-,-,30.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2014,Female,-,-,-,30.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2017,Female,-,-,-,30.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2003,Female,-,-,-,40.4,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2008,Female,-,-,-,46.3,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2005,Female,-,-,-,45.8,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2007,Female,-,-,-,43.2,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2009,Female,-,-,-,44.4,-,-,Percentage,Country data,-,Data reference period: May;,-
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2001,Female,-,-,-,39.9,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2004,Female,-,-,-,42.8,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2006,Female,-,-,-,41.4,-,-,Percentage,Country data,-,Data reference period: May,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2011,Female,-,-,-,51.6,-,-,Percentage,Country data,-,Data reference period: May,Reference group coverage: Total employment;
Proportion of women in managerial positions,Latin America and the Caribbean,44,Bahamas,2002,Female,-,-,-,40.4,-,-,Percentage,Country data,-,Data reference period: April,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2003,Female,-,-,-,44.9,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2000,Female,-,-,-,35.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2001,Female,-,-,-,41.3,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2004,Female,-,-,-,43.4,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2002,Female,-,-,-,42.2,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2013,Female,-,-,-,48.3,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2015,Female,-,-,-,50.5,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2014,Female,-,-,-,48.6,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Latin America and the Caribbean,52,Barbados,2016,Female,-,-,-,48.6,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Female,-,-,-,34.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2009,Female,-,-,-,35.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2011,Female,-,-,-,35.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2012,Female,-,-,-,31.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2013,Female,-,-,-,34,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2015,Female,-,-,-,37.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2014,Female,-,-,-,39.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2016,Female,-,-,-,35.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Female,-,-,-,35.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2003,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2008,Female,-,-,-,35.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2005,Female,-,-,-,35.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2007,Female,-,-,-,35.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2009,Female,-,-,-,35.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2001,Female,-,-,-,29,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2004,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2006,Female,-,-,-,34.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2011,Female,-,-,-,36.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2002,Female,-,-,-,32.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2012,Female,-,-,-,38,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2013,Female,-,-,-,38,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2015,Female,-,-,-,39.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2014,Female,-,-,-,38.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2016,Female,-,-,-,39.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,76,Brazil,2017,Female,-,-,-,39.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,84,Belize,2015,Female,-,-,-,46.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,84,Belize,2014,Female,-,-,-,39.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,84,Belize,2017,Female,-,-,-,51.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,152,Chile,2010,Female,-,-,-,23.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,152,Chile,2011,Female,-,-,-,23.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,152,Chile,2012,Female,-,-,-,24,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,152,Chile,2013,Female,-,-,-,25,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,152,Chile,2015,Female,-,-,-,27.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
